seqid,source,type,start,end,score,strand,phase,attributes
6A,IWGSC,gene,227541115.0,227542700.0,.,-,.,ID=gene:TraesCS6A02G188000;biotype=protein_coding;gene_id=TraesCS6A02G188000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,284808187.0,284822324.0,.,-,.,ID=gene:TraesCS6A02G196100;biotype=protein_coding;gene_id=TraesCS6A02G196100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,315406769.0,315408810.0,.,+,.,ID=gene:TraesCS6A02G199400;biotype=protein_coding;gene_id=TraesCS6A02G199400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,400114810.0,400119806.0,.,-,.,ID=gene:TraesCS6A02G217400;biotype=protein_coding;gene_id=TraesCS6A02G217400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,440534730.0,440540656.0,.,-,.,ID=gene:TraesCS6A02G233100;biotype=protein_coding;gene_id=TraesCS6A02G233100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,459512165.0,459514848.0,.,-,.,ID=gene:TraesCS6A02G247400;biotype=protein_coding;gene_id=TraesCS6A02G247400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,473361644.0,473365796.0,.,+,.,ID=gene:TraesCS6A02G255400;biotype=protein_coding;gene_id=TraesCS6A02G255400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,514320233.0,514324963.0,.,+,.,ID=gene:TraesCS6A02G283000;biotype=protein_coding;gene_id=TraesCS6A02G283000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,526161157.0,526164861.0,.,-,.,ID=gene:TraesCS6A02G294400;biotype=protein_coding;gene_id=TraesCS6A02G294400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,555737374.0,555738597.0,.,+,.,ID=gene:TraesCS6A02G321300;biotype=protein_coding;gene_id=TraesCS6A02G321300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,559001887.0,559003647.0,.,-,.,ID=gene:TraesCS6A02G325400;biotype=protein_coding;gene_id=TraesCS6A02G325400;logic_name=iwgsc_high_conf
6A,IWGSC,gene,560444106.0,560445925.0,.,+,.,ID=gene:TraesCS6A02G327100;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6S803];gene_id=TraesCS6A02G327100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,561453395.0,561456987.0,.,+,.,ID=gene:TraesCS6A02G328100;biotype=protein_coding;gene_id=TraesCS6A02G328100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,561597134.0,561598674.0,.,-,.,ID=gene:TraesCS6A02G328200;biotype=protein_coding;gene_id=TraesCS6A02G328200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,561603115.0,561604168.0,.,-,.,ID=gene:TraesCS6A02G328300;biotype=protein_coding;gene_id=TraesCS6A02G328300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,562487011.0,562488015.0,.,-,.,ID=gene:TraesCS6A02G329100;biotype=protein_coding;gene_id=TraesCS6A02G329100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,562918719.0,562921645.0,.,+,.,ID=gene:TraesCS6A02G330100;biotype=protein_coding;description=WAT1-related protein [Source:UniProtKB/TrEMBL%3BAcc:W5G8V4];gene_id=TraesCS6A02G330100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,581885268.0,581890293.0,.,+,.,ID=gene:TraesCS6A02G349600;biotype=protein_coding;gene_id=TraesCS6A02G349600;logic_name=iwgsc_high_conf
6A,IWGSC,gene,582086438.0,582087160.0,.,+,.,ID=gene:TraesCS6A02G350200;biotype=protein_coding;gene_id=TraesCS6A02G350200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,593006995.0,593010835.0,.,+,.,ID=gene:TraesCS6A02G364300;biotype=protein_coding;gene_id=TraesCS6A02G364300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,594492084.0,594496424.0,.,+,.,ID=gene:TraesCS6A02G367300;biotype=protein_coding;gene_id=TraesCS6A02G367300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,603091205.0,603095476.0,.,+,.,ID=gene:TraesCS6A02G385000;biotype=protein_coding;gene_id=TraesCS6A02G385000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,603266728.0,603268602.0,.,+,.,ID=gene:TraesCS6A02G386300;biotype=protein_coding;gene_id=TraesCS6A02G386300;logic_name=iwgsc_high_conf
6A,IWGSC,gene,604294718.0,604296530.0,.,+,.,ID=gene:TraesCS6A02G387800;biotype=protein_coding;gene_id=TraesCS6A02G387800;logic_name=iwgsc_high_conf
6A,IWGSC,gene,611513232.0,611514823.0,.,+,.,ID=gene:TraesCS6A02G405600;biotype=protein_coding;description=Aquaporin [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6AM47];gene_id=TraesCS6A02G405600;logic_name=iwgsc_high_conf
6A,IWGSC,gene,611521657.0,611523329.0,.,-,.,ID=gene:TraesCS6A02G405700;biotype=protein_coding;gene_id=TraesCS6A02G405700;logic_name=iwgsc_high_conf
6A,IWGSC,gene,613093628.0,613096934.0,.,+,.,ID=gene:TraesCS6A02G408100;biotype=protein_coding;gene_id=TraesCS6A02G408100;logic_name=iwgsc_high_conf
6A,IWGSC,gene,613097204.0,613100858.0,.,-,.,ID=gene:TraesCS6A02G408200;biotype=protein_coding;gene_id=TraesCS6A02G408200;logic_name=iwgsc_high_conf
6A,IWGSC,gene,614959912.0,614964977.0,.,+,.,ID=gene:TraesCS6A02G415000;biotype=protein_coding;gene_id=TraesCS6A02G415000;logic_name=iwgsc_high_conf
6A,IWGSC,gene,614965338.0,614968355.0,.,-,.,ID=gene:TraesCS6A02G415100;biotype=protein_coding;gene_id=TraesCS6A02G415100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,1218446.0,1273798.0,.,+,.,ID=gene:TraesCS6B02G001900;biotype=protein_coding;gene_id=TraesCS6B02G001900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,1375265.0,1436005.0,.,+,.,ID=gene:TraesCS6B02G002100;biotype=protein_coding;gene_id=TraesCS6B02G002100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,1569738.0,1574401.0,.,-,.,ID=gene:TraesCS6B02G002200;biotype=protein_coding;gene_id=TraesCS6B02G002200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,1603857.0,1616068.0,.,-,.,ID=gene:TraesCS6B02G002300;biotype=nontranslating_CDS;gene_id=TraesCS6B02G002300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,3870164.0,3871495.0,.,+,.,ID=gene:TraesCS6B02G005000;biotype=protein_coding;gene_id=TraesCS6B02G005000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,6628271.0,6630588.0,.,-,.,ID=gene:TraesCS6B02G011100;biotype=protein_coding;gene_id=TraesCS6B02G011100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,9079286.0,9081397.0,.,+,.,ID=gene:TraesCS6B02G015300;biotype=protein_coding;description=Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6AWP1];gene_id=TraesCS6B02G015300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,12044935.0,12045747.0,.,-,.,ID=gene:TraesCS6B02G020000;biotype=protein_coding;gene_id=TraesCS6B02G020000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,12659391.0,12663320.0,.,+,.,ID=gene:TraesCS6B02G020800;biotype=protein_coding;description=P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:Projected from Arabidopsis thaliana (AT3G47450) TAIR%3BAcc:AT3G47450];gene_id=TraesCS6B02G020800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,12666214.0,12673718.0,.,+,.,ID=gene:TraesCS6B02G020900;biotype=protein_coding;gene_id=TraesCS6B02G020900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,13810188.0,13813258.0,.,+,.,ID=gene:TraesCS6B02G021700;biotype=protein_coding;gene_id=TraesCS6B02G021700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,18164279.0,18169450.0,.,+,.,ID=gene:TraesCS6B02G030400;biotype=protein_coding;gene_id=TraesCS6B02G030400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,20756360.0,20758640.0,.,+,.,ID=gene:TraesCS6B02G034500;biotype=protein_coding;gene_id=TraesCS6B02G034500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,20761458.0,20762852.0,.,+,.,ID=gene:TraesCS6B02G034600;biotype=protein_coding;gene_id=TraesCS6B02G034600;logic_name=iwgsc_high_conf
6B,IWGSC,gene,20777582.0,20786187.0,.,+,.,ID=gene:TraesCS6B02G034700;biotype=protein_coding;gene_id=TraesCS6B02G034700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,20919032.0,20921223.0,.,+,.,ID=gene:TraesCS6B02G035100;biotype=protein_coding;gene_id=TraesCS6B02G035100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,20923986.0,20925197.0,.,+,.,ID=gene:TraesCS6B02G035200;biotype=protein_coding;gene_id=TraesCS6B02G035200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,26839376.0,26842046.0,.,-,.,ID=gene:TraesCS6B02G045000;biotype=protein_coding;gene_id=TraesCS6B02G045000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,26855451.0,26856941.0,.,-,.,ID=gene:TraesCS6B02G045100;biotype=protein_coding;gene_id=TraesCS6B02G045100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,27057527.0,27058934.0,.,-,.,ID=gene:TraesCS6B02G045300;biotype=protein_coding;gene_id=TraesCS6B02G045300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,28722401.0,28723122.0,.,+,.,ID=gene:TraesCS6B02G048800;biotype=protein_coding;description=Histone H2B [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6AWG4];gene_id=TraesCS6B02G048800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,30323825.0,30324913.0,.,+,.,ID=gene:TraesCS6B02G051100;biotype=protein_coding;gene_id=TraesCS6B02G051100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,35375450.0,35378701.0,.,-,.,ID=gene:TraesCS6B02G054600;biotype=protein_coding;gene_id=TraesCS6B02G054600;logic_name=iwgsc_high_conf
6B,IWGSC,gene,39759420.0,39765724.0,.,+,.,ID=gene:TraesCS6B02G060200;biotype=protein_coding;gene_id=TraesCS6B02G060200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,41434254.0,41437068.0,.,-,.,ID=gene:TraesCS6B02G061900;biotype=protein_coding;gene_id=TraesCS6B02G061900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,41972264.0,41976291.0,.,+,.,ID=gene:TraesCS6B02G063000;biotype=protein_coding;description=Protein LOW PSII ACCUMULATION 3%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G73060) UniProtKB/Swiss-Prot%3BAcc:Q8H0W0];gene_id=TraesCS6B02G063000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,42497426.0,42500365.0,.,+,.,ID=gene:TraesCS6B02G064200;biotype=protein_coding;gene_id=TraesCS6B02G064200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,42510216.0,42512421.0,.,-,.,ID=gene:TraesCS6B02G064300;biotype=protein_coding;gene_id=TraesCS6B02G064300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,42810293.0,42814024.0,.,+,.,ID=gene:TraesCS6B02G064700;biotype=protein_coding;gene_id=TraesCS6B02G064700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,42811820.0,42817350.0,.,-,.,ID=gene:TraesCS6B02G064800;biotype=protein_coding;gene_id=TraesCS6B02G064800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,44104775.0,44108505.0,.,+,.,ID=gene:TraesCS6B02G066300;biotype=protein_coding;description=Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A341X8A5];gene_id=TraesCS6B02G066300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,44284029.0,44288032.0,.,-,.,ID=gene:TraesCS6B02G066500;biotype=protein_coding;description=Autophagy protein 5 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6B0T3];gene_id=TraesCS6B02G066500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,44836972.0,44843885.0,.,-,.,ID=gene:TraesCS6B02G066900;biotype=protein_coding;gene_id=TraesCS6B02G066900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,46528442.0,46532112.0,.,-,.,ID=gene:TraesCS6B02G068700;biotype=protein_coding;gene_id=TraesCS6B02G068700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,48408677.0,48409351.0,.,-,.,ID=gene:TraesCS6B02G071600;biotype=protein_coding;gene_id=TraesCS6B02G071600;logic_name=iwgsc_high_conf
6B,IWGSC,gene,48411470.0,48415030.0,.,+,.,ID=gene:TraesCS6B02G071700;biotype=protein_coding;description=Sialyltransferase-like protein 2 [Source:Projected from Arabidopsis thaliana (AT3G48820) UniProtKB/Swiss-Prot%3BAcc:Q8RY00];gene_id=TraesCS6B02G071700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,48556825.0,48564669.0,.,-,.,ID=gene:TraesCS6B02G072400;biotype=protein_coding;description=P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:Projected from Arabidopsis thaliana (AT1G80770) TAIR%3BAcc:AT1G80770];gene_id=TraesCS6B02G072400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,49984316.0,49986442.0,.,-,.,ID=gene:TraesCS6B02G073600;biotype=protein_coding;gene_id=TraesCS6B02G073600;logic_name=iwgsc_high_conf
6B,IWGSC,gene,95487110.0,95496332.0,.,-,.,ID=gene:TraesCS6B02G113200;biotype=protein_coding;gene_id=TraesCS6B02G113200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,120315320.0,120318302.0,.,-,.,ID=gene:TraesCS6B02G125200;biotype=protein_coding;description=F-box/LRR14 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6B2A8];gene_id=TraesCS6B02G125200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,128016433.0,128023650.0,.,+,.,ID=gene:TraesCS6B02G131200;biotype=protein_coding;gene_id=TraesCS6B02G131200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,158166704.0,158168269.0,.,+,.,ID=gene:TraesCS6B02G155500;biotype=protein_coding;gene_id=TraesCS6B02G155500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,158858585.0,158859659.0,.,+,.,ID=gene:TraesCS6B02G156000;biotype=protein_coding;gene_id=TraesCS6B02G156000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,182638394.0,182640543.0,.,-,.,ID=gene:TraesCS6B02G170500;biotype=protein_coding;gene_id=TraesCS6B02G170500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,279077147.0,279082288.0,.,+,.,ID=gene:TraesCS6B02G211300;biotype=protein_coding;gene_id=TraesCS6B02G211300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,393072749.0,393090605.0,.,+,.,ID=gene:TraesCS6B02G234100;biotype=protein_coding;gene_id=TraesCS6B02G234100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,434184052.0,434187598.0,.,+,.,ID=gene:TraesCS6B02G243900;biotype=protein_coding;gene_id=TraesCS6B02G243900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,440774690.0,440787507.0,.,-,.,ID=gene:TraesCS6B02G247500;biotype=protein_coding;gene_id=TraesCS6B02G247500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,467447950.0,467450705.0,.,+,.,ID=gene:TraesCS6B02G259000;biotype=protein_coding;gene_id=TraesCS6B02G259000;logic_name=iwgsc_high_conf
6B,IWGSC,gene,551030907.0,551034918.0,.,-,.,ID=gene:TraesCS6B02G307400;biotype=protein_coding;description=Eukaryotic translation initiation factor 3 subunit B [Source:UniProtKB/TrEMBL%3BAcc:A0A341XGW7];gene_id=TraesCS6B02G307400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,551035316.0,551035636.0,.,-,.,ID=gene:TraesCS6B02G307500;biotype=protein_coding;gene_id=TraesCS6B02G307500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,556490258.0,556495581.0,.,+,.,ID=gene:TraesCS6B02G310700;biotype=protein_coding;gene_id=TraesCS6B02G310700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,559355447.0,559357265.0,.,+,.,ID=gene:TraesCS6B02G312200;biotype=protein_coding;gene_id=TraesCS6B02G312200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,581079293.0,581082545.0,.,-,.,ID=gene:TraesCS6B02G330900;biotype=protein_coding;description=Trehalose 6-phosphate phosphatase [Source:UniProtKB/TrEMBL%3BAcc:A0A341X134];gene_id=TraesCS6B02G330900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,588831559.0,588836560.0,.,+,.,ID=gene:TraesCS6B02G334700;biotype=protein_coding;gene_id=TraesCS6B02G334700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,597075403.0,597082044.0,.,+,.,ID=gene:TraesCS6B02G338900;biotype=protein_coding;gene_id=TraesCS6B02G338900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,600597250.0,600597957.0,.,+,.,ID=gene:TraesCS6B02G341200;biotype=protein_coding;gene_id=TraesCS6B02G341200;logic_name=iwgsc_high_conf
6B,IWGSC,gene,631843546.0,631843908.0,.,-,.,ID=gene:TraesCS6B02G359900;biotype=protein_coding;gene_id=TraesCS6B02G359900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,632786075.0,632788585.0,.,+,.,ID=gene:TraesCS6B02G360900;biotype=protein_coding;description=WAT1-related protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6AKM0];gene_id=TraesCS6B02G360900;logic_name=iwgsc_high_conf
6B,IWGSC,gene,680931352.0,680936395.0,.,+,.,ID=gene:TraesCS6B02G406500;biotype=protein_coding;gene_id=TraesCS6B02G406500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,685336154.0,685338527.0,.,+,.,ID=gene:TraesCS6B02G411700;biotype=protein_coding;gene_id=TraesCS6B02G411700;logic_name=iwgsc_high_conf
6B,IWGSC,gene,693947322.0,693948639.0,.,+,.,ID=gene:TraesCS6B02G424300;biotype=protein_coding;gene_id=TraesCS6B02G424300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,694097533.0,694098185.0,.,+,.,ID=gene:TraesCS6B02G424400;biotype=protein_coding;gene_id=TraesCS6B02G424400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,694125436.0,694127831.0,.,+,.,ID=gene:TraesCS6B02G424800;biotype=protein_coding;description=Ribosomal protein L17 [Source:UniProtKB/TrEMBL%3BAcc:Q5I7K4];gene_id=TraesCS6B02G424800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,694653557.0,694654956.0,.,+,.,ID=gene:TraesCS6B02G426100;biotype=protein_coding;gene_id=TraesCS6B02G426100;logic_name=iwgsc_high_conf
6B,IWGSC,gene,696362175.0,696368095.0,.,-,.,ID=gene:TraesCS6B02G428400;biotype=protein_coding;gene_id=TraesCS6B02G428400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,710147770.0,710148556.0,.,+,.,ID=gene:TraesCS6B02G451400;biotype=protein_coding;gene_id=TraesCS6B02G451400;logic_name=iwgsc_high_conf
6B,IWGSC,gene,710317198.0,710319247.0,.,-,.,ID=gene:TraesCS6B02G451800;biotype=protein_coding;gene_id=TraesCS6B02G451800;logic_name=iwgsc_high_conf
6B,IWGSC,gene,712124640.0,712132925.0,.,+,.,ID=gene:TraesCS6B02G454500;biotype=protein_coding;description=Light-harvesting complex-like protein OHP1%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G02120) UniProtKB/Swiss-Prot%3BAcc:O81208];gene_id=TraesCS6B02G454500;logic_name=iwgsc_high_conf
6B,IWGSC,gene,713483371.0,713489978.0,.,+,.,ID=gene:TraesCS6B02G458300;biotype=protein_coding;gene_id=TraesCS6B02G458300;logic_name=iwgsc_high_conf
6B,IWGSC,gene,715941115.0,715953703.0,.,-,.,ID=gene:TraesCS6B02G464200;biotype=protein_coding;gene_id=TraesCS6B02G464200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,3480867.0,3482759.0,.,-,.,ID=gene:TraesCS6D02G008900;biotype=protein_coding;gene_id=TraesCS6D02G008900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,3725865.0,3728018.0,.,+,.,ID=gene:TraesCS6D02G009600;biotype=protein_coding;description=Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6BEP6];gene_id=TraesCS6D02G009600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,5058868.0,5066947.0,.,+,.,ID=gene:TraesCS6D02G012600;biotype=protein_coding;gene_id=TraesCS6D02G012600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,10118909.0,10122447.0,.,-,.,ID=gene:TraesCS6D02G026600;biotype=protein_coding;gene_id=TraesCS6D02G026600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,16502832.0,16503645.0,.,+,.,ID=gene:TraesCS6D02G040400;biotype=protein_coding;description=Histone H2A [Source:UniProtKB/TrEMBL%3BAcc:A0A341X6Q4];gene_id=TraesCS6D02G040400;logic_name=iwgsc_high_conf
6D,IWGSC,gene,16510678.0,16511506.0,.,+,.,ID=gene:TraesCS6D02G040500;biotype=protein_coding;description=Histone H2A [Source:UniProtKB/TrEMBL%3BAcc:A0A341XAF2];gene_id=TraesCS6D02G040500;logic_name=iwgsc_high_conf
6D,IWGSC,gene,16514549.0,16515345.0,.,+,.,ID=gene:TraesCS6D02G040600;biotype=protein_coding;description=Histone H2B [Source:UniProtKB/TrEMBL%3BAcc:A0A341XNX9];gene_id=TraesCS6D02G040600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,17297853.0,17304530.0,.,-,.,ID=gene:TraesCS6D02G042300;biotype=protein_coding;gene_id=TraesCS6D02G042300;logic_name=iwgsc_high_conf
6D,IWGSC,gene,45511225.0,45511411.0,.,-,.,ID=gene:TraesCS6D02G079700;biotype=protein_coding;gene_id=TraesCS6D02G079700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,80288968.0,80292074.0,.,+,.,ID=gene:TraesCS6D02G113553;biotype=nontranslating_CDS;gene_id=TraesCS6D02G113553;logic_name=iwgsc_high_conf
6D,IWGSC,gene,132309578.0,132313549.0,.,-,.,ID=gene:TraesCS6D02G156200;biotype=protein_coding;gene_id=TraesCS6D02G156200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,156013750.0,156016682.0,.,-,.,ID=gene:TraesCS6D02G169600;biotype=protein_coding;gene_id=TraesCS6D02G169600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,156803853.0,156808898.0,.,-,.,ID=gene:TraesCS6D02G170200;biotype=protein_coding;gene_id=TraesCS6D02G170200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,174373086.0,174400150.0,.,+,.,ID=gene:TraesCS6D02G176700;biotype=protein_coding;gene_id=TraesCS6D02G176700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,202964554.0,203005245.0,.,+,.,ID=gene:TraesCS6D02G181100;biotype=protein_coding;gene_id=TraesCS6D02G181100;logic_name=iwgsc_high_conf
6D,IWGSC,gene,277099701.0,277101029.0,.,-,.,ID=gene:TraesCS6D02G199200;biotype=protein_coding;gene_id=TraesCS6D02G199200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,285869336.0,285869592.0,.,+,.,ID=gene:TraesCS6D02G202400;biotype=protein_coding;gene_id=TraesCS6D02G202400;logic_name=iwgsc_high_conf
6D,IWGSC,gene,306051286.0,306055603.0,.,-,.,ID=gene:TraesCS6D02G216000;biotype=protein_coding;gene_id=TraesCS6D02G216000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,306129040.0,306130108.0,.,+,.,ID=gene:TraesCS6D02G216100;biotype=protein_coding;gene_id=TraesCS6D02G216100;logic_name=iwgsc_high_conf
6D,IWGSC,gene,313026157.0,313026708.0,.,-,.,ID=gene:TraesCS6D02G222200;biotype=protein_coding;gene_id=TraesCS6D02G222200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,315245813.0,315248463.0,.,+,.,ID=gene:TraesCS6D02G223200;biotype=protein_coding;gene_id=TraesCS6D02G223200;logic_name=iwgsc_high_conf
6D,IWGSC,gene,360339413.0,360341526.0,.,+,.,ID=gene:TraesCS6D02G255000;biotype=protein_coding;gene_id=TraesCS6D02G255000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,419746987.0,419749755.0,.,+,.,ID=gene:TraesCS6D02G309000;biotype=protein_coding;description=WAT1-related protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341XJB8];gene_id=TraesCS6D02G309000;logic_name=iwgsc_high_conf
6D,IWGSC,gene,455421777.0,455422868.0,.,+,.,ID=gene:TraesCS6D02G367700;biotype=protein_coding;gene_id=TraesCS6D02G367700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,458506788.0,458508880.0,.,-,.,ID=gene:TraesCS6D02G373800;biotype=protein_coding;gene_id=TraesCS6D02G373800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,458529462.0,458531145.0,.,-,.,ID=gene:TraesCS6D02G373900;biotype=protein_coding;gene_id=TraesCS6D02G373900;logic_name=iwgsc_high_conf
6D,IWGSC,gene,465346006.0,465348363.0,.,-,.,ID=gene:TraesCS6D02G390300;biotype=protein_coding;gene_id=TraesCS6D02G390300;logic_name=iwgsc_high_conf
6D,IWGSC,gene,468910372.0,468914734.0,.,+,.,ID=gene:TraesCS6D02G396700;biotype=protein_coding;gene_id=TraesCS6D02G396700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,469371105.0,469375092.0,.,-,.,ID=gene:TraesCS6D02G397600;biotype=protein_coding;gene_id=TraesCS6D02G397600;logic_name=iwgsc_high_conf
6D,IWGSC,gene,470040421.0,470045031.0,.,+,.,ID=gene:TraesCS6D02G399800;biotype=protein_coding;gene_id=TraesCS6D02G399800;logic_name=iwgsc_high_conf
6D,IWGSC,gene,470293677.0,470298475.0,.,-,.,ID=gene:TraesCS6D02G400700;biotype=protein_coding;gene_id=TraesCS6D02G400700;logic_name=iwgsc_high_conf
6D,IWGSC,gene,470680308.0,470685060.0,.,+,.,ID=gene:TraesCS6D02G401900;biotype=protein_coding;gene_id=TraesCS6D02G401900;logic_name=iwgsc_high_conf
7A,IWGSC,gene,1370689.0,1376752.0,.,+,.,ID=gene:TraesCS7A02G002000;biotype=protein_coding;gene_id=TraesCS7A02G002000;logic_name=iwgsc_high_conf
7A,IWGSC,gene,1404698.0,1409905.0,.,+,.,ID=gene:TraesCS7A02G002100;biotype=protein_coding;gene_id=TraesCS7A02G002100;logic_name=iwgsc_high_conf
7A,IWGSC,gene,2681858.0,2688535.0,.,-,.,ID=gene:TraesCS7A02G005000;biotype=protein_coding;gene_id=TraesCS7A02G005000;logic_name=iwgsc_high_conf
7A,IWGSC,gene,3322584.0,3324647.0,.,-,.,ID=gene:TraesCS7A02G007300;biotype=protein_coding;gene_id=TraesCS7A02G007300;logic_name=iwgsc_high_conf
7A,IWGSC,gene,3423395.0,3432800.0,.,-,.,ID=gene:TraesCS7A02G007600;biotype=protein_coding;gene_id=TraesCS7A02G007600;logic_name=iwgsc_high_conf
